request_id,request_date,centre_id,product_id,issue_type,severity,status,resolution_days,is_under_warranty,cost_inr
SVC-REQ-700233,2023-07-07,SVC-50120,HW-PC-10053,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-700234,2024-12-25,SVC-50041,HW-PC-10040,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-700235,2025-06-14,SVC-50033,HW-PC-10038,Gasket Replacement,Routine,Pending,,False,150
SVC-REQ-700236,2023-09-05,SVC-50038,HW-PC-10051,Vent Weight Lost,Routine,Resolved,3.0,True,0
SVC-REQ-700237,2024-05-12,SVC-50049,HW-PC-10017,Safety Valve Issue,Critical,Resolved,8.0,True,0
SVC-REQ-700238,2025-11-06,SVC-50061,HW-PC-10071,Safety Valve Issue,Critical,Escalated,9.0,True,0
SVC-REQ-700239,2026-01-17,SVC-50016,HW-PC-10069,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-700240,2024-08-02,SVC-50085,HW-PC-10048,Lid Stuck,Critical,Resolved,5.0,False,450
SVC-REQ-700241,2023-06-18,SVC-50044,HW-PC-10005,Handle Damage,Routine,Resolved,4.0,True,0
SVC-REQ-700242,2023-12-25,SVC-50031,HW-PC-10059,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-700243,2023-12-03,SVC-50095,HW-PC-10015,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-700244,2023-12-08,SVC-50114,HW-PC-10006,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-700245,2024-09-17,SVC-50003,HW-PC-10042,Handle Damage,Routine,Resolved,4.0,False,250
SVC-REQ-700246,2024-12-18,SVC-50095,HW-PC-10056,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-700247,2023-08-05,SVC-50138,HW-PC-10062,Gasket Replacement,Routine,Resolved,8.0,True,0
SVC-REQ-700248,2025-11-23,SVC-50057,HW-PC-10005,Safety Valve Issue,Critical,Resolved,5.0,True,0
SVC-REQ-700249,2025-01-30,SVC-50101,HW-PC-10009,Lid Stuck,Critical,Resolved,6.0,True,0
SVC-REQ-700250,2024-12-30,SVC-50115,HW-PC-10067,Lid Stuck,Critical,Resolved,7.0,True,0
SVC-REQ-700251,2026-03-16,SVC-50006,HW-PC-10009,Vent Weight Lost,Routine,Escalated,2.0,True,0
SVC-REQ-700252,2025-02-10,SVC-50132,HW-PC-10035,Vent Weight Lost,Routine,Resolved,6.0,True,0
SVC-REQ-700253,2025-12-29,SVC-50039,HW-PC-10008,Pressure Loss,Critical,Resolved,8.0,False,250
SVC-REQ-700254,2024-01-31,SVC-50054,HW-PC-10006,Handle Damage,Routine,Resolved,7.0,True,0
SVC-REQ-700255,2023-12-09,SVC-50029,HW-PC-10010,Gasket Replacement,Routine,Resolved,5.0,False,150
SVC-REQ-700256,2024-10-14,SVC-50062,HW-PC-10010,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-700257,2024-10-05,SVC-50136,HW-PC-10008,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-700258,2023-11-27,SVC-50022,HW-PC-10004,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-700259,2025-05-07,SVC-50111,HW-PC-10003,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-700260,2023-05-04,SVC-50048,HW-PC-10015,Handle Damage,Routine,Resolved,6.0,True,0
SVC-REQ-700261,2025-04-28,SVC-50130,HW-PC-10016,Handle Damage,Routine,Resolved,5.0,True,0
SVC-REQ-700262,2024-08-05,SVC-50026,HW-PC-10057,Handle Damage,Routine,Resolved,3.0,False,150
SVC-REQ-700263,2025-04-26,SVC-50004,HW-PC-10060,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-700264,2024-08-29,SVC-50009,HW-PC-10007,Vent Weight Lost,Routine,Resolved,2.0,True,0
SVC-REQ-700265,2026-03-04,SVC-50010,HW-PC-10057,Lid Stuck,Critical,Resolved,7.0,True,0
SVC-REQ-700266,2024-04-01,SVC-50069,HW-PC-10012,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-700267,2026-03-10,SVC-50049,HW-PC-10025,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-700268,2023-06-05,SVC-50040,HW-PC-10004,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-700269,2025-04-20,SVC-50019,HW-PC-10019,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-700270,2024-08-02,SVC-50037,HW-PC-10003,Gasket Replacement,Routine,Resolved,5.0,False,150
SVC-REQ-700271,2025-09-11,SVC-50049,HW-PC-10001,Handle Damage,Routine,Resolved,4.0,True,0
SVC-REQ-700272,2025-08-04,SVC-50134,HW-PC-10069,Vent Weight Lost,Routine,Resolved,3.0,False,250
SVC-REQ-700273,2025-08-17,SVC-50064,HW-PC-10058,Gasket Replacement,Routine,Resolved,6.0,False,800
SVC-REQ-700274,2023-07-03,SVC-50031,HW-PC-10009,Pressure Loss,Critical,Resolved,8.0,False,800
SVC-REQ-700275,2025-09-12,SVC-50053,HW-PC-10013,Vent Weight Lost,Routine,Resolved,5.0,True,0
SVC-REQ-700276,2023-11-16,SVC-50033,HW-PC-10006,Safety Valve Issue,Critical,Resolved,7.0,False,450
SVC-REQ-700277,2023-05-01,SVC-50017,HW-PC-10007,Handle Damage,Routine,Resolved,3.0,False,150
SVC-REQ-700278,2023-11-19,SVC-50065,HW-PC-10034,Safety Valve Issue,Critical,Pending,,False,800
SVC-REQ-700279,2024-08-31,SVC-50067,HW-PC-10033,Lid Stuck,Critical,Resolved,8.0,False,150
SVC-REQ-700280,2025-06-14,SVC-50088,HW-PC-10031,Handle Damage,Routine,Resolved,5.0,True,0
SVC-REQ-700281,2023-11-20,SVC-50037,HW-PC-10002,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-700282,2023-07-24,SVC-50092,HW-PC-10044,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-700283,2025-03-06,SVC-50027,HW-PC-10002,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-700284,2026-03-12,SVC-50108,HW-PC-10073,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-700285,2025-01-04,SVC-50070,HW-PC-10060,Vent Weight Lost,Routine,Resolved,6.0,True,0
SVC-REQ-700286,2025-04-28,SVC-50110,HW-PC-10069,Handle Damage,Routine,Resolved,3.0,False,150
SVC-REQ-700287,2024-11-28,SVC-50121,HW-PC-10058,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-700288,2025-07-27,SVC-50106,HW-PC-10015,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-700289,2026-03-02,SVC-50030,HW-PC-10008,Handle Damage,Routine,Resolved,5.0,True,0
SVC-REQ-700290,2024-11-12,SVC-50047,HW-PC-10025,Safety Valve Issue,Critical,Resolved,8.0,True,0
SVC-REQ-700291,2024-06-21,SVC-50050,HW-PC-10058,Gasket Replacement,Routine,Resolved,2.0,False,250
SVC-REQ-700292,2025-10-26,SVC-50028,HW-PC-10027,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-700293,2026-02-22,SVC-50031,HW-PC-10014,Lid Stuck,Critical,Resolved,7.0,True,0
SVC-REQ-700294,2023-08-12,SVC-50048,HW-PC-10011,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-700295,2024-12-13,SVC-50060,HW-PC-10024,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-700296,2025-08-07,SVC-50047,HW-PC-10019,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-700297,2024-11-02,SVC-50129,HW-PC-10038,Gasket Replacement,Routine,Resolved,5.0,False,150
SVC-REQ-700298,2024-06-14,SVC-50119,HW-PC-10001,Handle Damage,Routine,Pending,,True,0
SVC-REQ-700299,2025-03-17,SVC-50100,HW-PC-10038,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-700300,2024-01-08,SVC-50023,HW-PC-10023,Body Dent,Cosmetic,Resolved,3.0,True,0
SVC-REQ-700301,2024-04-18,SVC-50094,HW-PC-10058,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-700302,2026-03-21,SVC-50089,HW-PC-10013,Lid Stuck,Critical,Resolved,6.0,True,0
SVC-REQ-700303,2025-02-22,SVC-50048,HW-PC-10057,Vent Weight Lost,Routine,Resolved,2.0,True,0
SVC-REQ-700304,2025-11-08,SVC-50102,HW-PC-10071,Safety Valve Issue,Critical,Resolved,9.0,True,0
SVC-REQ-700305,2025-08-25,SVC-50135,HW-PC-10022,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-700306,2025-03-14,SVC-50062,HW-PC-10017,Gasket Replacement,Routine,Pending,,False,250
SVC-REQ-700307,2025-10-03,SVC-50097,HW-PC-10062,Pressure Loss,Critical,Pending,,True,0
SVC-REQ-700308,2024-02-01,SVC-50081,HW-PC-10010,Safety Valve Issue,Critical,Resolved,5.0,True,0
SVC-REQ-700309,2025-02-23,SVC-50104,HW-PC-10051,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-700310,2024-12-24,SVC-50004,HW-PC-10033,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-700311,2025-02-03,SVC-50013,HW-PC-10021,Vent Weight Lost,Routine,Resolved,6.0,True,0
SVC-REQ-700312,2023-09-28,SVC-50026,HW-PC-10008,Lid Stuck,Critical,Resolved,7.0,False,150
SVC-REQ-700313,2024-01-18,SVC-50096,HW-PC-10001,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-700314,2024-01-31,SVC-50140,HW-PC-10029,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-700315,2025-01-05,SVC-50120,HW-PC-10003,Handle Damage,Routine,Resolved,5.0,True,0
SVC-REQ-700316,2026-02-26,SVC-50085,HW-PC-10005,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-700317,2026-01-31,SVC-50033,HW-PC-10036,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-700318,2023-11-28,SVC-50067,HW-PC-10010,Vent Weight Lost,Routine,Resolved,5.0,False,150
SVC-REQ-700319,2024-02-25,SVC-50007,HW-PC-10044,Vent Weight Lost,Routine,Resolved,7.0,True,0
SVC-REQ-700320,2023-05-10,SVC-50007,HW-PC-10006,Vent Weight Lost,Routine,Resolved,5.0,True,0
SVC-REQ-700321,2024-06-05,SVC-50043,HW-PC-10003,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-700322,2025-09-26,SVC-50076,HW-PC-10027,Safety Valve Issue,Critical,Escalated,7.0,True,0
SVC-REQ-700323,2025-12-17,SVC-50116,HW-PC-10010,Gasket Replacement,Routine,Pending,,False,450
SVC-REQ-700324,2023-12-06,SVC-50109,HW-PC-10020,Vent Weight Lost,Routine,Resolved,2.0,False,150
SVC-REQ-700325,2024-01-02,SVC-50066,HW-PC-10005,Vent Weight Lost,Routine,Resolved,3.0,True,0
SVC-REQ-700326,2023-11-22,SVC-50104,HW-PC-10014,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-700327,2024-04-19,SVC-50044,HW-PC-10003,Safety Valve Issue,Critical,Resolved,6.0,False,150
SVC-REQ-700328,2025-08-22,SVC-50101,HW-PC-10059,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-700329,2025-03-07,SVC-50140,HW-PC-10001,Pressure Loss,Critical,Pending,,True,0
SVC-REQ-700330,2025-07-31,SVC-50134,HW-PC-10071,Lid Stuck,Critical,Resolved,7.0,False,150
SVC-REQ-700331,2024-12-17,SVC-50123,HW-PC-10012,Vent Weight Lost,Routine,Resolved,3.0,True,0
SVC-REQ-700332,2023-12-25,SVC-50100,HW-PC-10004,Lid Stuck,Critical,Resolved,5.0,True,0
SVC-REQ-700333,2023-11-28,SVC-50138,HW-PC-10062,Handle Damage,Routine,Resolved,5.0,False,150
SVC-REQ-700334,2023-04-11,SVC-50080,HW-PC-10042,Pressure Loss,Critical,Resolved,8.0,True,0
SVC-REQ-700335,2025-07-25,SVC-50125,HW-PC-10062,Safety Valve Issue,Critical,Resolved,9.0,False,150
SVC-REQ-700336,2025-10-11,SVC-50040,HW-PC-10029,Handle Damage,Routine,Resolved,7.0,True,0
SVC-REQ-700337,2025-07-10,SVC-50087,HW-PC-10011,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-700338,2023-06-14,SVC-50060,HW-PC-10004,Manufacturing Defect,Critical,Resolved,5.0,True,0
SVC-REQ-700339,2025-07-03,SVC-50108,HW-PC-10029,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-700340,2023-05-19,SVC-50135,HW-PC-10040,Body Dent,Cosmetic,Resolved,5.0,True,0
SVC-REQ-700341,2023-07-16,SVC-50113,HW-PC-10021,Vent Weight Lost,Routine,Resolved,5.0,True,0
SVC-REQ-700342,2024-07-17,SVC-50124,HW-PC-10016,Safety Valve Issue,Critical,Resolved,5.0,True,0
SVC-REQ-700343,2024-08-28,SVC-50014,HW-PC-10061,Handle Damage,Routine,Resolved,3.0,False,150
SVC-REQ-700344,2025-09-04,SVC-50101,HW-PC-10039,Gasket Replacement,Routine,Resolved,8.0,True,0
SVC-REQ-700345,2025-04-15,SVC-50130,HW-PC-10007,Handle Damage,Routine,Resolved,9.0,True,0
SVC-REQ-700346,2023-09-10,SVC-50037,HW-PC-10068,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-700347,2023-11-27,SVC-50069,HW-PC-10007,Lid Stuck,Critical,Resolved,7.0,True,0
SVC-REQ-700348,2024-01-30,SVC-50102,HW-PC-10066,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-700349,2023-08-06,SVC-50022,HW-PC-10002,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-700350,2024-02-02,SVC-50070,HW-PC-10071,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-700351,2025-06-02,SVC-50045,HW-PC-10025,Gasket Replacement,Routine,Resolved,7.0,False,150
SVC-REQ-700352,2023-12-11,SVC-50007,HW-PC-10005,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-700353,2025-09-27,SVC-50005,HW-PC-10005,Vent Weight Lost,Routine,Escalated,4.0,True,0
SVC-REQ-700354,2024-08-20,SVC-50092,HW-PC-10020,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-700355,2024-03-18,SVC-50047,HW-PC-10020,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-700356,2024-06-17,SVC-50087,HW-PC-10034,Pressure Loss,Critical,Resolved,7.0,True,0
SVC-REQ-700357,2025-05-16,SVC-50066,HW-PC-10017,Body Dent,Cosmetic,Resolved,7.0,True,0
SVC-REQ-700358,2024-10-14,SVC-50121,HW-PC-10026,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-700359,2023-04-09,SVC-50066,HW-PC-10036,Handle Damage,Routine,Pending,,True,0
SVC-REQ-700360,2025-12-23,SVC-50002,HW-PC-10062,Vent Weight Lost,Routine,Resolved,3.0,True,0
SVC-REQ-700361,2023-06-06,SVC-50018,HW-PC-10071,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-700362,2026-01-10,SVC-50046,HW-PC-10064,Vent Weight Lost,Routine,Resolved,5.0,True,0
SVC-REQ-700363,2023-05-03,SVC-50009,HW-PC-10004,Safety Valve Issue,Critical,Resolved,8.0,False,150
SVC-REQ-700364,2025-07-13,SVC-50068,HW-PC-10014,Gasket Replacement,Routine,Escalated,5.0,False,150
SVC-REQ-700365,2024-11-04,SVC-50040,HW-PC-10006,Gasket Replacement,Routine,Resolved,3.0,False,800
SVC-REQ-700366,2024-10-01,SVC-50015,HW-PC-10035,Safety Valve Issue,Critical,Resolved,9.0,True,0
SVC-REQ-700367,2023-06-12,SVC-50064,HW-PC-10047,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-700368,2023-12-08,SVC-50126,HW-PC-10046,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-700369,2025-07-21,SVC-50047,HW-PC-10022,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-700370,2025-11-25,SVC-50094,HW-PC-10036,Safety Valve Issue,Critical,Resolved,5.0,True,0
SVC-REQ-700371,2024-10-29,SVC-50050,HW-PC-10013,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-700372,2024-04-23,SVC-50109,HW-PC-10042,Vent Weight Lost,Routine,Escalated,6.0,True,0
SVC-REQ-700373,2023-06-01,SVC-50014,HW-PC-10007,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-700374,2025-04-18,SVC-50067,HW-PC-10005,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-700375,2024-01-20,SVC-50020,HW-PC-10018,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-700376,2023-05-27,SVC-50023,HW-PC-10057,Safety Valve Issue,Critical,Resolved,8.0,True,0
SVC-REQ-700377,2025-03-30,SVC-50133,HW-PC-10012,Handle Damage,Routine,Resolved,2.0,True,0
SVC-REQ-700378,2024-09-08,SVC-50052,HW-PC-10008,Body Dent,Cosmetic,Resolved,5.0,False,800
SVC-REQ-700379,2023-04-15,SVC-50022,HW-PC-10067,Vent Weight Lost,Routine,Resolved,5.0,False,1500
SVC-REQ-700380,2023-07-22,SVC-50069,HW-PC-10032,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-700381,2025-05-06,SVC-50133,HW-PC-10008,Pressure Loss,Critical,Resolved,7.0,True,0
SVC-REQ-700382,2023-06-04,SVC-50077,HW-PC-10008,Safety Valve Issue,Critical,Resolved,9.0,True,0
SVC-REQ-700383,2025-11-02,SVC-50124,HW-PC-10005,Body Dent,Cosmetic,Pending,,True,0
SVC-REQ-700384,2024-03-05,SVC-50011,HW-PC-10005,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-700385,2023-06-27,SVC-50067,HW-PC-10058,Gasket Replacement,Routine,Resolved,2.0,False,150
SVC-REQ-700386,2025-06-30,SVC-50068,HW-PC-10058,Pressure Loss,Critical,Resolved,7.0,True,0
SVC-REQ-700387,2024-10-23,SVC-50113,HW-PC-10070,Vent Weight Lost,Routine,Resolved,2.0,True,0
SVC-REQ-700388,2024-02-28,SVC-50137,HW-PC-10014,Handle Damage,Routine,Resolved,5.0,True,0
SVC-REQ-700389,2024-06-12,SVC-50094,HW-PC-10033,Pressure Loss,Critical,Pending,,True,0
SVC-REQ-700390,2023-04-26,SVC-50051,HW-PC-10028,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-700391,2025-03-26,SVC-50060,HW-PC-10005,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-700392,2024-05-06,SVC-50045,HW-PC-10027,Gasket Replacement,Routine,Resolved,3.0,False,150
SVC-REQ-700393,2025-05-20,SVC-50058,HW-PC-10009,Gasket Replacement,Routine,Resolved,3.0,False,800
SVC-REQ-700394,2025-02-10,SVC-50076,HW-PC-10010,Safety Valve Issue,Critical,Pending,,True,0
SVC-REQ-700395,2025-03-12,SVC-50049,HW-PC-10059,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-700396,2025-08-08,SVC-50021,HW-PC-10014,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-700397,2025-02-15,SVC-50069,HW-PC-10056,Vent Weight Lost,Routine,Escalated,7.0,True,0
SVC-REQ-700398,2024-06-23,SVC-50081,HW-PC-10003,Safety Valve Issue,Critical,Resolved,8.0,True,0
SVC-REQ-700399,2024-05-28,SVC-50055,HW-PC-10029,Lid Stuck,Critical,Resolved,9.0,True,0
SVC-REQ-700400,2023-08-01,SVC-50085,HW-PC-10039,Body Dent,Cosmetic,Resolved,5.0,True,0
SVC-REQ-700401,2025-07-23,SVC-50016,HW-PC-10057,Gasket Replacement,Routine,Resolved,8.0,True,0
SVC-REQ-700402,2025-07-02,SVC-50087,HW-PC-10054,Pressure Loss,Critical,Resolved,5.0,True,0
SVC-REQ-700403,2023-12-15,SVC-50128,HW-PC-10011,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-700404,2025-10-29,SVC-50072,HW-PC-10039,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-700405,2024-12-23,SVC-50046,HW-PC-10008,Lid Stuck,Critical,Resolved,6.0,True,0
SVC-REQ-700406,2024-08-31,SVC-50049,HW-PC-10007,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-700407,2023-04-21,SVC-50105,HW-PC-10008,Vent Weight Lost,Routine,Resolved,7.0,False,800
SVC-REQ-700408,2024-05-22,SVC-50102,HW-PC-10009,Lid Stuck,Critical,Resolved,7.0,False,450
SVC-REQ-700409,2025-02-28,SVC-50066,HW-PC-10007,Safety Valve Issue,Critical,Resolved,8.0,False,150
SVC-REQ-700410,2023-06-28,SVC-50062,HW-PC-10016,Gasket Replacement,Routine,Resolved,4.0,False,150
SVC-REQ-700411,2024-08-08,SVC-50120,HW-PC-10046,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-700412,2026-03-23,SVC-50121,HW-PC-10057,Body Dent,Cosmetic,Resolved,6.0,True,0
SVC-REQ-700413,2025-05-22,SVC-50013,HW-PC-10017,Body Dent,Cosmetic,Resolved,4.0,True,0
SVC-REQ-700414,2024-11-15,SVC-50010,HW-PC-10050,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-700415,2024-11-02,SVC-50058,HW-PC-10055,Gasket Replacement,Routine,Resolved,7.0,True,0
SVC-REQ-700416,2023-05-17,SVC-50025,HW-PC-10018,Body Dent,Cosmetic,Resolved,6.0,True,0
SVC-REQ-700417,2026-02-05,SVC-50071,HW-PC-10074,Vent Weight Lost,Routine,Resolved,4.0,False,150
SVC-REQ-700418,2025-12-28,SVC-50124,HW-PC-10030,Vent Weight Lost,Routine,Resolved,6.0,True,0
SVC-REQ-700419,2025-04-18,SVC-50062,HW-PC-10045,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-700420,2023-07-08,SVC-50061,HW-PC-10005,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-700421,2023-11-10,SVC-50027,HW-PC-10031,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-700422,2023-10-16,SVC-50052,HW-PC-10051,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-700423,2024-10-18,SVC-50043,HW-PC-10028,Lid Stuck,Critical,Resolved,6.0,True,0
SVC-REQ-700424,2023-11-10,SVC-50028,HW-PC-10061,Safety Valve Issue,Critical,Resolved,8.0,False,150
SVC-REQ-700425,2025-05-03,SVC-50021,HW-PC-10003,Lid Stuck,Critical,Resolved,7.0,True,0
SVC-REQ-700426,2024-11-13,SVC-50085,HW-PC-10065,Lid Stuck,Critical,Resolved,6.0,False,150
SVC-REQ-700427,2023-04-21,SVC-50047,HW-PC-10055,Vent Weight Lost,Routine,Resolved,5.0,True,0
SVC-REQ-700428,2025-06-16,SVC-50027,HW-PC-10001,Handle Damage,Routine,Resolved,5.0,True,0
SVC-REQ-700429,2023-10-22,SVC-50015,HW-PC-10004,Lid Stuck,Critical,Resolved,8.0,True,0
SVC-REQ-700430,2025-09-15,SVC-50005,HW-PC-10005,Pressure Loss,Critical,Resolved,7.0,True,0
SVC-REQ-700431,2024-04-25,SVC-50064,HW-PC-10020,Pressure Loss,Critical,Resolved,7.0,True,0
SVC-REQ-700432,2024-04-06,SVC-50017,HW-PC-10006,Vent Weight Lost,Routine,Resolved,6.0,True,0
SVC-REQ-700433,2023-04-14,SVC-50136,HW-PC-10002,Handle Damage,Routine,Resolved,7.0,True,0
SVC-REQ-700434,2026-03-16,SVC-50057,HW-PC-10060,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-700435,2025-01-19,SVC-50057,HW-PC-10009,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-700436,2024-06-27,SVC-50048,HW-PC-10036,Lid Stuck,Critical,Pending,,False,250
SVC-REQ-700437,2023-07-05,SVC-50088,HW-PC-10035,Handle Damage,Routine,Resolved,5.0,False,250
SVC-REQ-700438,2025-05-06,SVC-50128,HW-PC-10058,Handle Damage,Routine,Pending,,True,0
SVC-REQ-700439,2024-01-26,SVC-50042,HW-PC-10029,Vent Weight Lost,Routine,Resolved,2.0,True,0
SVC-REQ-700440,2026-03-17,SVC-50054,HW-PC-10072,Handle Damage,Routine,Resolved,5.0,False,150
SVC-REQ-700441,2026-01-26,SVC-50085,HW-PC-10028,Safety Valve Issue,Critical,Pending,,False,450
SVC-REQ-700442,2025-06-08,SVC-50033,HW-PC-10042,Safety Valve Issue,Critical,Escalated,9.0,True,0
SVC-REQ-700443,2026-02-24,SVC-50139,HW-PC-10067,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-700444,2023-07-16,SVC-50075,HW-PC-10048,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-700445,2024-01-22,SVC-50028,HW-PC-10050,Gasket Replacement,Routine,Resolved,2.0,False,800
SVC-REQ-700446,2023-12-21,SVC-50107,HW-PC-10003,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-700447,2023-06-12,SVC-50078,HW-PC-10004,Handle Damage,Routine,Pending,,False,450
SVC-REQ-700448,2026-02-25,SVC-50115,HW-PC-10012,Body Dent,Cosmetic,Resolved,4.0,True,0
SVC-REQ-700449,2023-06-01,SVC-50085,HW-PC-10031,Lid Stuck,Critical,Resolved,7.0,False,450
SVC-REQ-700450,2025-10-22,SVC-50091,HW-PC-10064,Vent Weight Lost,Routine,Resolved,2.0,True,0
SVC-REQ-700451,2025-07-10,SVC-50098,HW-PC-10004,Handle Damage,Routine,Resolved,3.0,False,150
SVC-REQ-700452,2024-05-15,SVC-50008,HW-PC-10006,Vent Weight Lost,Routine,Resolved,7.0,False,150
SVC-REQ-700453,2023-04-23,SVC-50043,HW-PC-10028,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-700454,2023-04-08,SVC-50033,HW-PC-10006,Gasket Replacement,Routine,Escalated,5.0,True,0
SVC-REQ-700455,2023-11-07,SVC-50055,HW-PC-10023,Safety Valve Issue,Critical,Resolved,7.0,False,800
SVC-REQ-700456,2024-09-17,SVC-50058,HW-PC-10067,Gasket Replacement,Routine,Escalated,5.0,True,0
SVC-REQ-700457,2024-08-06,SVC-50021,HW-PC-10053,Handle Damage,Routine,Resolved,5.0,True,0
SVC-REQ-700458,2024-12-19,SVC-50051,HW-PC-10053,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-700459,2025-07-14,SVC-50016,HW-PC-10020,Safety Valve Issue,Critical,Escalated,5.0,True,0
SVC-REQ-700460,2024-05-17,SVC-50068,HW-PC-10042,Body Dent,Cosmetic,Resolved,4.0,False,800
SVC-REQ-700461,2023-09-18,SVC-50089,HW-PC-10052,Handle Damage,Routine,Escalated,4.0,True,0
SVC-REQ-700462,2025-08-16,SVC-50069,HW-PC-10001,Vent Weight Lost,Routine,Resolved,3.0,True,0
SVC-REQ-700463,2024-03-30,SVC-50107,HW-PC-10059,Safety Valve Issue,Critical,Resolved,9.0,False,800
SVC-REQ-700464,2024-02-01,SVC-50070,HW-PC-10065,Lid Stuck,Critical,Resolved,7.0,True,0
SVC-REQ-700465,2025-07-05,SVC-50030,HW-PC-10005,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-700466,2026-01-04,SVC-50028,HW-PC-10061,Gasket Replacement,Routine,Resolved,4.0,True,0
